icao,type,name,latitude,longitude,elevation,country
MNPC,medium_airport,Puerto Cabezas Airport,14.047200202941896,-83.38670349121094,52,NI
MO76,heliport,Life Line 2 Heliport,37.8232444,-92.1610167,1059,US
MOH,small_airport,Maleo Airport,-2.203333,121.660278,12,ID
MPBO,medium_airport,Bocas del Toro International Airport,9.34085,-82.250801,10,PA
MPCE,medium_airport,Alonso Valderrama Airport,7.98784,-80.409837,33,PA
MPCH,medium_airport,Cap Manuel Niño International Airport,9.458962,-82.515062,19,PA
MPDA,medium_airport,Enrique Malek International Airport,8.391,-82.434998,89,PA
MPEJ,medium_airport,Enrique Adolfo Jimenez Airport,9.356639862060549,-79.86740112304688,25,PA
MPHO,small_airport,Panamá Pacífico International Airport,8.91479,-79.599602,52,PA
MPJE,small_airport,Jaqué Airport,7.51778,-78.157204,29,PA
MPMG,medium_airport,Marcos A. Gelabert International Airport,8.973340034484863,-79.55560302734375,31,PA
MPPD,small_airport,Capt. J. Montenegro Airport,7.534801,-80.043347,148,PA
MPRH,small_airport,Scarlett Martinez International Airport,8.375880241394,-80.127899169922,105,PA
MPTO,large_airport,Tocumen International Airport,9.0713596344,-79.3834991455,135,PA
MRAO,medium_airport,Aerotortuguero Airport,10.42,-83.6095,92,CR
MRBC,medium_airport,Barra del Colorado Airport,10.768699645996094,-83.58560180664062,3,CR
MRCC,medium_airport,Coto 47 Airport,8.60155963897705,-82.96859741210938,26,CR
MRCR,small_airport,Playa Samara/Carrillo Airport,9.8705101013184,-85.481399536133,50,CR
MRGF,medium_airport,Golfito Airport,8.654009819030762,-83.18219757080078,49,CR
MRIA,small_airport,Islita Airport,9.856109619140623,-85.37079620361328,7,CR
MRLB,large_airport,Guanacaste Airport,10.5933,-85.544403,270,CR
MRLM,medium_airport,Limon International Airport,9.95796012878418,-83.02200317382812,7,CR
MRNS,medium_airport,Nosara Airport,9.97649002075,-85.65299987790002,33,CR
MROC,medium_airport,Juan Santamaría International Airport,9.99386,-84.208801,3021,CR
MRPJ,medium_airport,Puerto Jimenez Airport,8.533329963684082,-83.30000305175781,7,CR
MRPM,medium_airport,Palmar Sur Airport,8.951029777526855,-83.46859741210938,49,CR
MRPV,medium_airport,Tobías Bolaños International Airport,9.95705,-84.139801,3287,CR
MRQP,medium_airport,Quepos Managua Airport,9.443160057067873,-84.12979888916016,85,CR
MSLP,large_airport,Monseñor Óscar Arnulfo Romero International Airport,13.4409,-89.055702,101,SV
MTCA,medium_airport,Les Cayes Airport,18.27109909057617,-73.78829956054688,203,HT
MTCH,medium_airport,Cap Haitien International Airport,19.726734,-72.199576,10,HT
MTJA,medium_airport,Jacmel Airport,18.241100311279297,-72.51850128173828,167,HT
MTJE,medium_airport,Jérémie Airport,18.66309928894043,-74.17030334472656,147,HT
MTPP,large_airport,Toussaint Louverture International Airport,18.58,-72.292503,122,HT
MUBA,medium_airport,Gustavo Rizo Airport,20.36529922485352,-74.5062026977539,26,CU
MUBY,medium_airport,Carlos Manuel de Cespedes Airport,20.39640045166016,-76.62139892578125,203,CU
MUCA,medium_airport,Maximo Gomez Airport,22.027099609375,-78.78959655761719,335,CU
MUCC,medium_airport,Jardines Del Rey Airport,22.4610004425,-78.32839965820001,13,CU
MUCF,medium_airport,Jaime Gonzalez Airport,22.149999618530277,-80.41419982910156,102,CU
MUCL,medium_airport,Vilo Acuña International Airport,21.6165008545,-81.5459976196,10,CU
MUCM,medium_airport,Ignacio Agramonte International Airport,21.420299530029297,-77.84750366210938,413,CU
MUCU,medium_airport,Antonio Maceo International Airport,19.96980094909668,-75.83540344238281,249,CU
MUGT,medium_airport,Mariana Grajales Airport,20.08530044555664,-75.1583023071289,56,CU
MUHA,large_airport,José Martí International Airport,22.989200592041016,-82.40910339355469,210,CU
MUHG,medium_airport,Frank Pais International Airport,20.785600662231445,-76.31510162353516,361,CU
MUMZ,medium_airport,Sierra Maestra Airport,20.28809928894043,-77.08920288085938,112,CU
MUNG,medium_airport,Rafael Cabrera Airport,21.834699630737305,-82.78379821777344,79,CU
MUPB,medium_airport,Playa Baracoa Airport,23.0328006744,-82.5793991089,102,CU
MUTD,medium_airport,Alberto Delgado Airport,21.788299560546875,-79.99720001220703,125,CU
MUVR,large_airport,Juan Gualberto Gomez International Airport,23.034400939941406,-81.435302734375,210,CU
MUVT,medium_airport,Hermanos Ameijeiras Airport,20.98760032653809,-76.93579864501953,328,CU
MWCB,medium_airport,Gerrard Smith International Airport,19.687000274658203,-79.88279724121094,8,KY
MWCR,large_airport,Owen Roberts International Airport,19.2928009033,-81.3576965332,8,KY
MX-0685,heliport,Cantarell II Platform Helipad,18.501817,-93.520564,66,MX
MX-0687,small_airport,Agricola La Tuxcana Airport,19.729351,-103.977854,2858,MX
MX-0779,heliport,El Universal Heliport,19.434329,-99.149613,7461,MX
MX-0909,small_airport,Yalcok Airport,16.344274,-91.993828,5177,MX
MX-0953,heliport,Mexipuerto Ecatepec Heliport,19.5345,-99.026752,7336,MX
MX-1030,small_airport,San José Airport,27.848115,-104.204827,5157,MX
MX-1166,heliport,Hospital General del ISSSTE Tuxtla Gutierrez Helipad,16.748686,-93.075078,1785,MX
MX-1745,heliport,Unitec Guadalajara Helipad,20.678111,-103.456194,5568,MX
MX-SCX,small_airport,Salina Cruz Naval Air Station,16.212600708,-95.20159912110002,75,MX
MY-LBP,small_airport,Long Banga Airport,3.202,115.4018,750,MY
MYAK,medium_airport,Congo Town Airport,24.158701,-77.589798,15,BS
MYAM,medium_airport,Leonard M Thompson International Airport,26.5114,-77.083503,6,BS
MYAN,medium_airport,San Andros Airport,25.053800582885746,-78.04900360107422,5,BS
MYAP,medium_airport,Spring Point Airport,22.441799163800003,-73.97090148930002,11,BS
MYAT,medium_airport,Treasure Cay Airport,26.745300293,-77.3912963867,8,BS
MYBC,medium_airport,Chub Cay Airport,25.41710090637207,-77.88089752197266,5,BS
MYBS,medium_airport,South Bimini Airport,25.6998996735,-79.2647018433,10,BS
MYCA,medium_airport,Arthur's Town Airport,24.6294,-75.673797,18,BS
MYCB,medium_airport,New Bight Airport,24.3153,-75.452301,5,BS
MYCI,medium_airport,Colonel Hill Airport,22.7456,-74.182404,5,BS
MYEF,medium_airport,Exuma International Airport,23.562599,-75.877998,9,BS
MYEH,medium_airport,North Eleuthera Airport,25.474899292,-76.6835021973,13,BS
MYEM,medium_airport,Governor's Harbour Airport,25.2847,-76.331001,26,BS
MYGF,medium_airport,Grand Bahama International Airport,26.5587005615,-78.695602417,7,BS
MYIG,medium_airport,Inagua Airport,20.975000381469727,-73.66690063476562,8,BS
MYK,small_airport,May Creek Airport,61.3357009888,-142.68699646,1650,US
MYLD,medium_airport,Deadman's Cay Airport,23.1790008545,-75.09359741210001,9,BS
MYLS,medium_airport,Stella Maris Airport,23.582317,-75.268621,10,BS
MYMM,medium_airport,Mayaguana Airport,22.379499,-73.013494,11,BS
MYNN,large_airport,Lynden Pindling International Airport,25.039,-77.466202,16,BS
MYSM,medium_airport,San Salvador Airport,24.063299,-74.524002,24,BS
MZBZ,large_airport,Philip S. W. Goldson International Airport,17.539100646972656,-88.30819702148438,15,BZ
NBS,medium_airport,Changbaishan Airport,42.066944,127.602222,2874,CN
NCAI,small_airport,Aitutaki Airport,-18.830900192260746,-159.76400756835938,14,CK
NCAT,small_airport,Enua Airport,-19.96780014038086,-158.11900329589844,36,CK
NCMG,small_airport,Mangaia Island Airport,-21.89598655700684,-157.9066619873047,45,CK
NCMK,small_airport,Mauke Airport,-20.13610076904297,-157.34500122070312,26,CK
NCMR,small_airport,Mitiaro Island Airport,-19.842501,-157.703003,25,CK
NCPY,small_airport,Tongareva Airport,-9.01436996459961,-158.03240966796875,8,CK
NCRG,large_airport,Rarotonga International Airport,-21.2026996613,-159.805999756,19,CK
NFCI,small_airport,Cicia Airport,-17.7432994843,-179.341995239,13,FJ
NFFN,medium_airport,Nadi International Airport,-17.755399703979492,177.4429931640625,59,FJ
NFFO,small_airport,Malolo Lailai Island Airport,-17.7779006958,177.197006226,10,FJ
NFKD,small_airport,Vunisea Airport,-19.0580997467,178.156997681,6,FJ
NFMO,small_airport,Moala Airport,-18.5666999817,179.951004028,13,FJ
NFNA,medium_airport,Nausori International Airport,-18.04330062866211,178.5590057373047,17,FJ
NFNB,small_airport,Levuka Airfield,-17.7110996246,178.759002686,11,FJ
NFNG,small_airport,Ngau Airport,-18.1156005859,179.339996338,50,FJ
NFNK,small_airport,Lakeba Island Airport,-18.1991996765,-178.817001343,280,FJ
NFNL,medium_airport,Labasa Airport,-16.466699600219727,179.33999633789062,44,FJ
NFNM,small_airport,Matei Airport,-16.690599,-179.876999,60,FJ
NFNO,small_airport,Koro Island Airport,-17.3458003998,179.42199707,358,FJ
NFNR,small_airport,Rotuma Airport,-12.482500076293944,177.0709991455078,22,FJ
NFNS,small_airport,Savusavu Airport,-16.803394,179.340587,17,FJ
NFTE,small_airport,Kaufana Airport,-21.3782997131,-174.957992554,325,TO
NFTF,medium_airport,Fua'amotu International Airport,-21.241199493408203,-175.14999389648438,126,TO
NFTL,medium_airport,Lifuka Island Airport,-19.777000427246094,-174.34100341796875,31,TO
NFTO,small_airport,Mata'aho Airport,-15.5707998276,-175.632995605,160,TO
NFTP,small_airport,Kuini Lavenia Airport,-15.977297,-173.791089,30,TO
NFTV,medium_airport,Vava'u International Airport,-18.58530044555664,-173.96200561523438,236,TO
NFVB,small_airport,Vanua Balavu Airport,-17.268999099731445,-178.9759979248047,76,FJ
NG-0003,medium_airport,Gombe Lawanti International Airport,10.298889,10.9,1590,NG
NG-0004,small_airport,Port Harcourt City Airport / Port Harcourt Air Force Base,4.846111,7.021389,57,NG
NG-0005,small_airport,Srr Ahmadu Bello International Airport,12.480556,4.369445,775,NG
NG-QRW,medium_airport,Warri Airport,5.59611,5.81778,242,NG
NGFU,medium_airport,Funafuti International Airport,-8.525,179.195999,9,TV
NGTA,medium_airport,Bonriki International Airport,1.38164,173.147003,9,KI
NGTU,small_airport,Butaritari Airport,3.08583,172.811005,5,KI
NGUK,small_airport,Aranuka Airport,0.185278,173.636993,6,KI
NIUE,medium_airport,Niue International Airport,-19.079030990600582,-169.92559814453125,209,NU
NLWF,medium_airport,Pointe Vele Airport,-14.3114004135,-178.065994263,20,WF
NLWW,medium_airport,Hihifo Airport,-13.2383003235,-176.199005127,79,WF
NSAS,small_airport,Ofu Airport,-14.1844,-169.669998,9,AS
NSFA,medium_airport,Faleolo International Airport,-13.829999923706056,-172.00799560546875,58,WS
NSFQ,medium_airport,Fitiuta Airport,-14.215622,-169.424254,110,AS
NSTU,medium_airport,Pago Pago International Airport,-14.331,-170.710007,32,AS
NTAA,large_airport,Faa'a International Airport,-17.553699,-149.606995,5,PF
NTAM,small_airport,Rimatara Airport,-22.63725,-152.8059,60,PF
NTAR,medium_airport,Rurutu Airport,-22.43409919738769,-151.36099243164062,18,PF
NTAT,medium_airport,Tubuai Airport,-23.36540031433105,-149.5240020751953,7,PF
NTGA,medium_airport,Anaa Airport,-17.3526,-145.509995,10,PF
NTGC,medium_airport,Tikehau Airport,-15.119600296020508,-148.2310028076172,6,PF
NTGD,small_airport,Apataki Airport,-15.5736,-146.414993,8,PF
NTGF,medium_airport,Fakarava Airport,-16.054100036621094,-145.65699768066406,13,PF
NTGI,medium_airport,Manihi Airport,-14.436800003051758,-146.07000732421875,14,PF
NTGJ,medium_airport,Totegegie Airport,-23.07990074157715,-134.88999938964844,7,PF
NTGK,medium_airport,Kaukura Airport,-15.6633,-146.884995,11,PF
NTGM,medium_airport,Makemo Airport,-16.5839,-143.658005,3,PF
NTGT,medium_airport,Takapoto Airport,-14.709500312805176,-145.24600219726562,12,PF
NTGU,medium_airport,Arutua Airport,-15.248299598693848,-146.61700439453125,9,PF
NTGV,medium_airport,Mataiva Airport,-14.8681001663208,-148.7169952392578,11,PF
NTHE,medium_airport,Ahe Airport,-14.428099632263184,-146.2570037841797,11,PF
NTKR,medium_airport,Takaroa Airport,-14.45580005645752,-145.02499389648438,13,PF
NTMD,medium_airport,Nuku Hiva Airport,-8.7956,-140.229004,220,PF
NTMN,medium_airport,Hiva Oa-Atuona Airport,-9.76879024506,-139.011001587,1481,PF
NTMP,small_airport,Ua Pou Airport,-9.35167,-140.078003,16,PF
NTMU,small_airport,Ua Huka Airport,-8.936228,-139.554062,160,PF
NTTB,medium_airport,Bora Bora Airport,-16.444400787353516,-151.75100708007812,10,PF
NTTG,medium_airport,Rangiroa Airport,-14.954299926757812,-147.66099548339844,10,PF
NTTH,medium_airport,Huahine-Fare Airport,-16.687084,-151.021593,7,PF
NTTM,medium_airport,Moorea Temae Airport,-17.48979,-149.761777,9,PF
NTTO,medium_airport,Hao Airport,-18.0748,-140.945999,10,PF
NTTP,medium_airport,Maupiti Airport,-16.42650032043457,-152.24400329589844,15,PF
NTTR,medium_airport,Raiatea Airport,-16.7229,-151.466003,3,PF
NVSA,small_airport,Mota Lava Airport,-13.6660003662,167.712005615,63,VU
NVSC,small_airport,Sola Airport,-13.8516998291,167.537002563,7,VU
NVSD,small_airport,Torres Airstrip,-13.3280000687,166.638000488,75,VU
NVSE,small_airport,Siwo Airport,-17.0902996063,168.343002319,7,VU
NVSF,small_airport,Craig Cove Airport,-16.264999,167.923996,69,VU
NVSG,small_airport,Longana Airport,-15.3066997528,167.966995239,167,VU
NVSH,small_airport,Sara Airport,-15.4708003998,168.151992798,493,VU
NVSI,small_airport,Tavie Airport,-16.438999176,168.257003784,160,VU
NVSL,small_airport,Lamap Airport,-16.4611228,167.829253,7,VU
NVSM,small_airport,Lamen Bay Airport,-16.584199905400002,168.158996582,7,VU
NVSN,small_airport,Maewo-Naone Airport,-15.0,168.082992554,509,VU
NVSO,small_airport,Lonorore Airport,-15.8655996323,168.17199707,43,VU
NVSP,small_airport,Norsup Airport,-16.0797,167.401001,23,VU
NVSQ,medium_airport,Gaua Island Airport,-14.218099594099998,167.587005615,100,VU
NVSR,small_airport,Redcliffe Airport,-15.4720001221,167.835006714,36,VU
NVSS,medium_airport,Santo Pekoa International Airport,-15.505000114399998,167.220001221,184,VU
NVST,small_airport,Tongoa Airport,-16.8910999298,168.550994873,443,VU
NVSU,small_airport,Uléi Airport,-16.3297,168.3011,170,VU
NVSV,small_airport,Valesdir Airport,-16.796100616500002,168.177001953,10,VU
NVSW,small_airport,Walaha Airport,-15.4119997025,167.690994263,151,VU
NVSX,small_airport,Southwest Bay Airport,-16.4864,167.4472,68,VU
NVSZ,small_airport,North West Santo Airport,-14.881699562099998,166.557998657,50,VU
NVVA,small_airport,Aneityum Airport,-20.2492008209,169.770996094,7,VU
NVVB,small_airport,Aniwa Airport,-19.2346,169.6009,69,VU
NVVD,small_airport,Dillon's Bay Airport,-18.7693996429,169.00100708,630,VU
NVVF,small_airport,Futuna Airport,-19.5163993835,170.231994629,95,VU
NVVI,small_airport,Ipota Airport,-18.856389,169.283333,23,VU
NVVV,large_airport,Bauerfield International Airport,-17.699301,168.320007,70,VU
NVVW,medium_airport,Tanna Airport,-19.45509910583496,169.2239990234375,19,VU
NWWA,medium_airport,Tiga Airport,-21.096099853515625,167.8040008544922,128,NC
NWWC,medium_airport,Île Art - Waala Airport,-19.720521,163.661077,306,NC
NWWD,medium_airport,Koné Airport,-21.053551,164.838768,23,NC
NWWE,medium_airport,Île des Pins Airport,-22.58889961242676,167.45599365234375,315,NC
NWWK,medium_airport,Koumac Airport,-20.546323,164.255648,42,NC
NWWL,medium_airport,Lifou Airport,-20.774799346923828,167.24000549316406,92,NC
NWWM,large_airport,Nouméa Magenta Airport,-22.258301,166.473007,10,NC
NWWR,medium_airport,Maré Airport,-21.4817008972168,168.03799438476562,141,NC
NWWU,medium_airport,Touho Airport,-20.790127,165.259524,10,NC
NWWV,medium_airport,Ouvéa Airport,-20.640600204467773,166.572998046875,23,NC
NWWW,medium_airport,La Tontouta International Airport,-22.014601,166.212997,52,NC
NZAA,large_airport,Auckland International Airport,-37.008099,174.792007,23,NZ
NZAP,medium_airport,Taupo Airport,-38.73970031738281,176.08399963378906,1335,NZ
NZCH,large_airport,Christchurch International Airport,-43.48939895629883,172.53199768066406,123,NZ
NZCI,medium_airport,Chatham Islands / Tuuta Airport,-43.81189,-176.46514,43,NZ
NZDN,medium_airport,Dunedin International Airport,-45.928101,170.197998,4,NZ
NZGS,medium_airport,Gisborne Airport,-38.66329956054688,177.97799682617188,15,NZ
NZHK,medium_airport,Hokitika Airfield,-42.713600158691406,170.98500061035156,146,NZ
NZHN,medium_airport,Hamilton International Airport,-37.8666992188,175.332000732,172,NZ
NZKK,medium_airport,Kerikeri Airport,-35.26279830932617,173.91200256347656,492,NZ
NZKT,medium_airport,Kaitaia Airport,-35.06999969482422,173.28500366210938,270,NZ
NZNP,medium_airport,New Plymouth Airport,-39.00859832763672,174.1790008544922,97,NZ
NZNR,medium_airport,Hawke's Bay Airport,-39.465801,176.869995,6,NZ
NZNS,medium_airport,Nelson Airport,-41.298301696777344,173.2209930419922,17,NZ
NZNV,medium_airport,Invercargill Airport,-46.41239929199219,168.31300354003906,5,NZ
NZOT,small_airport,Otaki Airport,-40.785582,175.1513,114,NZ
NZOU,medium_airport,Oamaru Airport,-44.970001220703125,171.08200073242188,99,NZ
NZPM,medium_airport,Palmerston North Airport,-40.32059860229492,175.61700439453125,151,NZ
NZPN,small_airport,Picton Aerodrome,-41.346099853516,173.95599365234,161,NZ
NZQN,medium_airport,Queenstown International Airport,-45.021099,168.738998,1171,NZ
NZRO,medium_airport,Rotorua Regional Airport,-38.10919952392578,176.31700134277344,935,NZ
NZTG,medium_airport,Tauranga Airport,-37.67190170288086,176.1959991455078,13,NZ
NZTU,medium_airport,Timaru Airport,-44.30279922485352,171.22500610351562,89,NZ
NZWB,medium_airport,Woodbourne Airport,-41.5182991027832,173.8699951171875,109,NZ
NZWF,medium_airport,Wanaka Airport,-44.722954,169.248419,1142,NZ
NZWK,medium_airport,Whakatane Airport,-37.92060089111328,176.91400146484375,20,NZ
NZWN,large_airport,Wellington International Airport,-41.3272018433,174.804992676,41,NZ
NZWR,medium_airport,Whangarei Airport,-35.7682991027832,174.36500549316406,133,NZ
NZWS,medium_airport,Westport Airport,-41.73809814453125,171.58099365234375,13,NZ
NZWU,medium_airport,Wanganui Airport,-39.96220016479492,175.02499389648438,27,NZ
OACC,small_airport,Chaghcharan Airport,34.526465,65.27102,7383,AF
OAFZ,small_airport,Fayzabad Airport,37.122148,70.5201,3872,AF
OAHR,medium_airport,Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,3206,AF
OAKB,medium_airport,Kabul International Airport,34.565899,69.212303,5877,AF
OAKN,medium_airport,Ahmad Shah Baba International Airport / Kandahar Airfield,31.5058,65.847801,3337,AF
OAKS,small_airport,Khost Airport,33.333401,69.952003,3756,AF
OAMS,medium_airport,Mazar-i-Sharif International Airport,36.706902,67.209702,1284,AF
OBBI,large_airport,Bahrain International Airport,26.267295,50.63764,6,BH
OEAB,medium_airport,Abha International Airport,18.2404,42.656601,6858,SA
OEAH,medium_airport,Al-Ahsa International Airport,25.285299,49.485199,588,SA
OEBA,medium_airport,King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,5486,SA
OEBH,medium_airport,Bisha Airport,19.984399795532227,42.62089920043945,3887,SA
OEDF,large_airport,King Fahd International Airport,26.471200942993164,49.79790115356445,72,SA
OEDM,medium_airport,King Salman Abdulaziz Airport,24.4499,44.121201,3026,SA
OEGN,medium_airport,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,16.9011,42.5858,20,SA
OEGS,medium_airport,Gassim Airport,26.30279922485352,43.77439880371094,2126,SA
OEGT,medium_airport,Gurayat Domestic Airport,31.412413,37.278898,1672,SA
OEHL,medium_airport,Ha'il Airport,27.437901,41.686298,3331,SA
OEJN,large_airport,King Abdulaziz International Airport,21.6796,39.156502,48,SA
OEKK,medium_airport,King Khaled Military City Airport,27.9009,45.528198,1352,SA
OEMA,large_airport,Prince Mohammad Bin Abdulaziz Airport,24.5534,39.705101,2151,SA
OENG,medium_airport,Najran Domestic Airport,17.611401,44.419201,3982,SA
OEPA,medium_airport,Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,1174,SA
OERF,medium_airport,Rafha Domestic Airport,29.626399993896484,43.4906005859375,1474,SA
OERK,large_airport,King Khaled International Airport,24.957599639892575,46.69879913330078,2049,SA
OERR,medium_airport,Arar Domestic Airport,30.90660095214844,41.13819885253906,1813,SA
OESH,medium_airport,Sharurah Domestic Airport,17.4669,47.121399,2363,SA
OESK,medium_airport,Al-Jawf Domestic Airport,29.78510093688965,40.09999847412109,2261,SA
OETB,medium_airport,Tabuk Airport,28.3654,36.6189,2551,SA
OETF,medium_airport,Ta’if Regional Airport,21.483001,40.543442,4848,SA
OETR,medium_airport,Turaif Domestic Airport,31.692188,38.731544,2803,SA
OEWD,medium_airport,Wadi Al Dawasir Domestic Airport,20.504299,45.1996,2062,SA
OEWJ,medium_airport,Al Wajh Domestic Airport,26.198601,36.476398,66,SA
OEYN,medium_airport,Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport,24.144199,38.0634,26,SA
OGM,small_airport,Ogubsucum Airport,9.1383,-77.93385,13,PA
OIAA,medium_airport,Abadan Airport,30.367887,48.230075,10,IR
OIAD,medium_airport,Dezful Airport,32.434399,48.397598,474,IR
OIAM,medium_airport,Mahshahr Airport,30.5562,49.151901,8,IR
OIAW,medium_airport,Lieutenant General Qasem Soleimani International Airport,31.3374,48.762001,66,IR
OIBA,medium_airport,Abu Musa Island Airport,25.8757,55.033001,23,IR
OIBB,medium_airport,Bushehr Airport,28.9447994232,50.8345985413,68,IR
OIBK,medium_airport,Kish International Airport,26.5261993408,53.9802017212,101,IR
OIBL,medium_airport,Bandar Lengeh Airport,26.531999588,54.824798584,67,IR
OIBP,medium_airport,Persian Gulf International Airport,27.379601,52.737701,27,IR
OICC,medium_airport,Shahid Ashrafi Esfahani Airport,34.3459014893,47.1581001282,4307,IR
OICK,medium_airport,Khoram Abad Airport,33.43539810180664,48.282901763916016,3782,IR
OICS,medium_airport,Sanandaj Airport,35.24589920043945,47.00920104980469,4522,IR
OIFK,medium_airport,Kashan Airport,33.895302,51.577,3465,IR
OIFM,medium_airport,Esfahan Shahid Beheshti International Airport,32.75080108642578,51.86130142211914,5059,IR
OIGG,medium_airport,Sardar-e-Jangal Airport,37.323333,49.617778,-40,IR
OIHH,medium_airport,Hamadan Airport,34.869202,48.552502,5755,IR
OIIE,large_airport,Imam Khomeini International Airport,35.416099548339844,51.15219879150391,3305,IR
OIII,large_airport,Mehrabad International Airport,35.68920135498047,51.31340026855469,3962,IR
OIIP,medium_airport,Payam International Airport,35.7761,50.826698,4170,IR
OIIS,small_airport,Semnan Municipal Airport,35.591099,53.495098,3665,IR
OIKB,medium_airport,Bandar Abbas International Airport,27.218299865722656,56.37779998779297,22,IR
OIKK,medium_airport,Kerman Airport,30.2744007111,56.9510993958,5741,IR
OIKM,medium_airport,Bam Airport,29.084199905395508,58.45000076293945,3231,IR
OIKQ,small_airport,Qeshm International Airport,26.754639,55.902353,45,IR
OIKR,medium_airport,Rafsanjan Airport,30.297700881958008,56.05110168457031,5298,IR
OIMB,medium_airport,Birjand International Airport,32.896525,59.281258,4952,IR
OIMM,large_airport,Mashhad International Airport,36.235198974609375,59.64099884033203,3263,IR
OIMN,medium_airport,Bojnord Airport,37.49300003051758,57.30820083618164,3499,IR
OIMS,medium_airport,Sabzevar National Airport,36.16809844970703,57.59519958496094,3010,IR
OINN,medium_airport,Noshahr Airport,36.66329956054688,51.46469879150391,-61,IR
OINR,medium_airport,Ramsar Airport,36.9099006652832,50.67959976196289,-70,IR
OINZ,medium_airport,Sari Dasht-e Naz International Airport,36.644408,53.188761,35,IR
OISL,medium_airport,Lar Airport,27.6747,54.383301,2641,IR
OISR,medium_airport,Lamerd Airport,27.3727,53.188801,1337,IR
OISS,large_airport,Shiraz Shahid Dastghaib International Airport,29.5392,52.589802,4927,IR
OITL,medium_airport,Ardabil Airport,38.3256988525,48.4244003296,4315,IR
OITP,small_airport,Parsabad-Moghan Airport,39.6036,47.8815,251,IR
OITR,medium_airport,Urmia Airport,37.6680984497,45.0686988831,4343,IR
OITT,medium_airport,Tabriz International Airport,38.1339,46.235001,4459,IR
OIYY,medium_airport,Shahid Sadooghi Airport,31.9048995972,54.2765007019,4054,IR
OIZC,medium_airport,Konarak Airport,25.4433002472,60.3820991516,43,IR
OIZH,medium_airport,Zahedan International Airport,29.47570037841797,60.90620040893555,4564,IR
OIZJ,small_airport,Jask Airport,25.653601,57.799301,19,IR
OJAI,large_airport,Queen Alia International Airport,31.7226009369,35.9931983948,2395,JO
OJAM,medium_airport,Amman Civil (Marka International) Airport,31.9727,35.9916,2555,JO
OJAQ,medium_airport,Aqaba King Hussein International Airport,29.61160087585449,35.01810073852539,175,JO
OKBK,large_airport,Kuwait International Airport,29.226600646972656,47.96889877319336,206,KW
OLBA,large_airport,Beirut Rafic Hariri International Airport,33.820899963378906,35.488399505615234,87,LB
OLH,small_airport,Old Harbor Airport,57.218102,-153.270004,55,US
OM-0003,large_airport,Duqm International Airport,19.501944,57.634167,364,OM
OMAA,large_airport,Abu Dhabi International Airport,24.443764,54.651718,88,AE
OMAL,medium_airport,Al Ain International Airport,24.261699676513672,55.60919952392578,869,AE
OMDB,large_airport,Dubai International Airport,25.2527999878,55.3643989563,62,AE
OMDW,large_airport,Al Maktoum International Airport,24.896356,55.161389,114,AE
OMFJ,medium_airport,Fujairah International Airport,25.112199783325195,56.32400131225586,152,AE
OMRK,medium_airport,Ras Al Khaimah International Airport,25.613500595092773,55.93880081176758,102,AE
OMSJ,large_airport,Sharjah International Airport,25.32859992980957,55.5172004699707,111,AE
OOKB,medium_airport,Khasab Air Base,26.17099952697754,56.2406005859375,100,OM
OOMS,large_airport,Muscat International Airport,23.593299865722656,58.284400939941406,48,OM
OOSA,medium_airport,Salalah Airport,17.038700103759766,54.09130096435547,73,OM
OOSH,small_airport,Sohar Airport,24.38604,56.62541,20,OM
OPBN,small_airport,Bannu Airport,32.9729,70.527901,1325,PK
OPBW,medium_airport,Bahawalpur Airport,29.348100662231445,71.71800231933594,392,PK
OPCH,medium_airport,Chitral Airport,35.886213,71.799922,4920,PK
OPDB,small_airport,Dalbandin Airport,28.8782997131,64.3998031616,2800,PK
OPDG,medium_airport,Dera Ghazi Khan Airport,29.961000442504883,70.48590087890625,492,PK
OPDI,medium_airport,Dera Ismael Khan Airport,31.909400939941406,70.89659881591797,594,PK
OPFA,medium_airport,Faisalabad International Airport,31.364999771118164,72.99479675292969,591,PK
OPGD,medium_airport,Gwadar International Airport,25.232391,62.327671,36,PK
OPGT,medium_airport,Gilgit Airport,35.918800354003906,74.33360290527344,4796,PK
OPIS,large_airport,Islamabad International Airport,33.549,72.82566,1761,PK
OPJI,small_airport,Jiwani Airport,25.067800521900004,61.8054008484,186,PK
OPKC,large_airport,Jinnah International Airport,24.9065,67.160797,100,PK
OPKD,small_airport,Hyderabad Airport,25.3181,68.366096,130,PK
OPKH,small_airport,Khuzdar Airport,27.790599823,66.6473007202,4012,PK
OPLA,medium_airport,Alama Iqbal International Airport,31.5216007232666,74.40360260009766,712,PK
OPMF,medium_airport,Muzaffarabad Airport,34.3390007019043,73.50859832763672,2691,PK
OPMJ,medium_airport,Moenjodaro Airport,27.3351993560791,68.14309692382812,154,PK
OPMT,medium_airport,Multan International Airport,30.20319938659668,71.41909790039062,403,PK
OPNH,medium_airport,Shaheed Benazirabad Airport,26.2194,68.390099,95,PK
OPOR,small_airport,Ormara Airport,25.274700164799995,64.58599853519999,10,PK
OPPC,small_airport,Parachinar Airport,33.902099609400004,70.0716018677,5800,PK
