icao,type,name,latitude,longitude,elevation,country
OPPG,medium_airport,Panjgur Airport,26.954500198364254,64.13249969482422,3289,PK
OPPI,medium_airport,Pasni Airport,25.29050064086914,63.34510040283203,33,PK
OPPS,medium_airport,Peshawar International Airport,33.993900299072266,71.51460266113281,1158,PK
OPQT,medium_airport,Quetta International Airport,30.251399993896484,66.93779754638672,5267,PK
OPRK,medium_airport,Shaikh Zaid Airport,28.383899688720703,70.27960205078125,271,PK
OPRT,medium_airport,Rawalakot Airport,33.849700927734375,73.79810333251953,5479,PK
OPSD,medium_airport,Skardu Airport,35.33549880981445,75.53600311279297,7316,PK
OPSK,medium_airport,Sukkur Airport,27.722000122070312,68.79170227050781,196,PK
OPSN,medium_airport,Sehwan Sharif Airport,26.473100662231445,67.71720123291016,121,PK
OPSS,medium_airport,Saidu Sharif Airport,34.8135986328125,72.35279846191406,3183,PK
OPST,medium_airport,Sialkot International Airport,32.535557,74.363892,837,PK
OPTU,medium_airport,Turbat International Airport,25.986400604248047,63.03020095825195,498,PK
OPZB,medium_airport,Zhob Airport,31.358400344848636,69.4636001586914,4728,PK
ORBI,large_airport,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,114,IQ
ORER,medium_airport,Erbil International Airport,36.23759841918945,43.96319961547852,1341,IQ
ORI,small_airport,Port Lions Airport,57.885399,-152.845993,52,US
ORMM,medium_airport,Basra International Airport,30.549101,47.662102,11,IQ
ORNI,medium_airport,Al Najaf International Airport,31.989853,44.404317,103,IQ
ORSU,medium_airport,Sulaymaniyah International Airport,35.5617485046,45.3167381287,2494,IQ
OSAP,medium_airport,Aleppo International Airport,36.180698,37.2244,1276,SY
OSDI,large_airport,Damascus International Airport,33.4114990234375,36.51559829711914,2020,SY
OSKL,medium_airport,Qamishli Airport,37.020599,41.191399,1480,SY
OSLK,medium_airport,Bassel Al-Assad International Airport,35.4011,35.9487,157,SY
OTHH,large_airport,Hamad International Airport,25.273056,51.608056,13,QA
OYAA,medium_airport,Aden International Airport,12.8295,45.028801,7,YE
OYGD,medium_airport,Al Ghaydah International Airport,16.193341,52.174186,134,YE
OYHD,medium_airport,Hodeidah International Airport,14.753000259399414,42.97629928588867,41,YE
OYRN,medium_airport,Riyan Mukalla International Airport,14.6626,49.375,54,YE
OYSN,medium_airport,Sana'a International Airport,15.476300239562988,44.21969985961914,7216,YE
OYSQ,medium_airport,Socotra International Airport,12.63070011138916,53.905799865722656,146,YE
OYSY,medium_airport,Seiyun Hadhramaut International Airport,15.9661,48.7883,2097,YE
OYTZ,medium_airport,Ta'izz International Airport,13.6859998703,44.1390991211,4838,YE
PA-0011,small_airport,Mulatupo Airport,8.9453,-77.7331,15,PA
PA-0013,small_airport,Playón Chico Airport,9.305184161299998,-78.235874176,18,PA
PA-BFQ,small_airport,Bahia Piña Airport,7.586764,-78.180251,14,PA
PA-ELE,small_airport,EL Real Airport,8.1072,-77.7252,65,PA
PA-OTD,small_airport,Raul Arias Espinoza Airport,8.62876,-79.034698,43,PA
PA-SAX,small_airport,Sambú Airport,8.026279,-78.209555,32,PA
PABE,medium_airport,Bethel Airport,60.77980042,-161.8379974,126,US
PABR,medium_airport,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,44,US
PACV,medium_airport,Merle K (Mudhole) Smith Airport,60.491798,-145.477997,54,US
PACY,small_airport,Yakataga Airport,60.080974,-142.494541,12,US
PADK,medium_airport,Adak Airport,51.883564,-176.642783,18,US
PADL,medium_airport,Dillingham Airport,59.04470062,-158.5050049,81,US
PADM,medium_airport,Marshall Don Hunter Sr Airport,61.8642997742,-162.026000977,103,US
PADQ,medium_airport,Kodiak Airport,57.75,-152.4940033,78,US
PADU,medium_airport,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,22,US
PAEL,seaplane_base,Elfin Cove Seaplane Base,58.1952018738,-136.347000122,0,US
PAEM,medium_airport,Emmonak Airport,62.78609848,-164.4909973,13,US
PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,US
PAGH,small_airport,Shungnak Airport,66.88809967041,-157.16200256348,197,US
PAGS,medium_airport,Gustavus Airport,58.4253006,-135.7070007,35,US
PAGY,small_airport,Skagway Airport,59.46009826660156,-135.3159942626953,44,US
PAHC,medium_airport,Holy Cross Airport,62.18830108642578,-159.77499389648438,70,US
PAHN,medium_airport,Haines Airport,59.24380111694336,-135.5240020751953,15,US
PAHU,small_airport,Hughes Airport,66.04109955,-154.2630005,299,US
PAII,medium_airport,Egegik Airport,58.184386,-157.374873,92,US
PAIW,small_airport,Wales Airport,65.622593,-168.095,22,US
PAJN,medium_airport,Juneau International Airport,58.35499954223633,-134.5760040283203,21,US
PAJZ,small_airport,Koliganek Airport,59.726600647,-157.259002686,269,US
PAKN,medium_airport,King Salmon Airport,58.677845,-156.651965,73,US
PAKT,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,89,US
PALG,small_airport,Kalskag Airport,61.53630065917969,-160.34100341796875,55,US
PAMC,medium_airport,McGrath Airport,62.95289993,-155.6060028,341,US
PAMK,small_airport,St Michael Airport,63.49010086,-162.1100006,98,US
PAMO,small_airport,Mountain Village Airport,62.095401763916016,-163.6820068359375,337,US
PANC,large_airport,Ted Stevens Anchorage International Airport,61.1744,-149.996002,152,US
PANI,medium_airport,Aniak Airport,61.58160018920898,-159.54299926757812,88,US
PANR,seaplane_base,Funter Bay Seaplane Base,58.2543983459,-134.897994995,0,US
PANT,medium_airport,Annette Island Airport,55.037026,-131.572695,119,US
PANV,medium_airport,Anvik Airport,62.646702,-160.190994,291,US
PAOH,small_airport,Hoonah Airport,58.0961,-135.410111,19,US
PAOM,medium_airport,Nome Airport,64.51219940185547,-165.44500732421875,37,US
PAOT,medium_airport,Ralph Wien Memorial Airport,66.88469696,-162.598999,14,US
PAPB,medium_airport,St George Airport,56.5783,-169.662003,125,US
PAPG,medium_airport,Petersburg James A Johnson Airport,56.80170059,-132.9450073,111,US
PAQH,small_airport,Quinhagak Airport,59.7551,-161.845,42,US
PARC,medium_airport,Arctic Village Airport,68.1147,-145.578995,2092,US
PASC,medium_airport,Deadhorse Airport,70.19470215,-148.4649963,65,US
PASI,medium_airport,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,21,US
PASN,medium_airport,St Paul Island Airport,57.166311,-170.222555,63,US
PATE,small_airport,Teller Airport,65.2404022217,-166.339004517,294,US
PAUT,small_airport,Akutan Airport,54.14459,-165.604332,133,US
PAVA,small_airport,Chevak Airport,61.5409,-165.6005,75,US
PAWG,medium_airport,Wrangell Airport,56.48429871,-132.3699951,49,US
PAYA,medium_airport,Yakutat Airport,59.508717,-139.660435,33,US
PFTO,small_airport,Tok Junction Airport,63.32949829,-142.9539948,1639,US
PG-ATP,small_airport,Tadji Airport,-3.19819180354,142.430963516,33,PG
PG-AWB,small_airport,Awaba Airport,-8.00611019135,142.748352051,32,PG
PG-GMI,small_airport,Gasmata Island Airport,-6.27111005783,150.330993652,23,PG
PG-IHU,small_airport,Ihu Airport,-7.89756011963,145.395996094,70,PG
PG-JAQ,small_airport,Jacquinot Bay Airport,-5.65250015259,151.507003784,136,PG
PG-KDR,small_airport,Kandrian Airport,-6.19217,149.54783,280,PG
PG-KKD,small_airport,Kokoda Airport,-8.88467884064,147.730957031,1240,PG
PG-KUY,small_airport,Kamusi Airport,-7.420347,143.121811,97,PG
PG-LMY,small_airport,Lake Murray Airport,-7.00992012024,141.494003296,52,PG
PG-OBX,small_airport,Obo Airport,-7.590622421369999,141.324262619,29,PG
PG-OPU,medium_airport,Balimo Airport,-8.05000019073,142.932998657,51,PG
PG-SKC,small_airport,Suki Airport,-8.0466,141.7222,24,PG
PG-TFI,small_airport,Tufi Airport,-9.07595443726,149.319839478,85,PG
PG-UKU,small_airport,Nuku Airport,-3.676651,142.484334,870,PG
PG-VMU,medium_airport,Baimuru Airport,-7.49686002731,144.819900513,27,PG
PG-WPM,small_airport,Wipim Airport,-8.788220405579999,142.882003784,173,PG
PGRO,medium_airport,Rota International Airport,14.1743,145.242996,607,MP
PGSN,medium_airport,Saipan International Airport,15.119,145.729004,215,MP
PGUM,large_airport,Antonio B. Won Pat International Airport,13.4834,144.796005,298,GU
PH-0001,medium_airport,Laguindingan Airport,8.612203,124.456496,190,PH
PH-0073,medium_airport,Cagayan North International Airport,18.182388,121.745853,148,PH
PHHN,medium_airport,Hana Airport,20.79560089111328,-156.01400756835938,78,US
PHJH,medium_airport,Kapalua Airport,20.962900161743164,-156.67300415039062,256,US
PHKO,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,47,US
PHLI,medium_airport,Lihue Airport,21.97599983215332,-159.33900451660156,153,US
PHLU,small_airport,Kalaupapa Airport,21.21100044,-156.973999,24,US
PHMK,medium_airport,Molokai Airport,21.15290069580078,-157.0959930419922,454,US
PHMU,medium_airport,Waimea Kohala Airport,20.001301,-155.667999,2671,US
PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,US
PHNY,medium_airport,Lanai Airport,20.785600662231445,-156.9510040283203,1308,US
PHOG,medium_airport,Kahului Airport,20.8986,-156.429993,54,US
PHTO,medium_airport,Hilo International Airport,19.721399307250977,-155.04800415039062,38,US
PK-RZS,small_airport,Sawan Airport,26.9662,68.878098,160,PK
PKMA,small_airport,Eniwetok Airport,11.340700149536133,162.3280029296875,13,MH
PKMJ,medium_airport,Marshall Islands International Airport,7.064760208129883,171.27200317382812,6,MH
PKSA,medium_airport,Kaieteur International Airport,5.17275476456,-59.491481781,1520,GY
PKWA,medium_airport,Bucholz Army Air Field,8.720120429992676,167.73199462890625,9,MH
PLCH,medium_airport,Cassidy International Airport,1.9861600399017332,-157.35000610351562,5,KI
PR-0004,closed,Salinas Airport,17.970482,-66.266021,43,PR
PR34,seaplane_base,San Juan Seaplane Base,18.4577999115,-66.1211013794,10,PR
PTKK,medium_airport,Chuuk International Airport,7.461870193481445,151.84300231933594,11,FM
PTPN,medium_airport,Pohnpei International Airport,6.985099792480469,158.20899963378906,10,FM
PTRO,medium_airport,Babelthuap Airport,7.36731,134.544236,176,PW
PTSA,medium_airport,Kosrae International Airport,5.35698,162.957993,11,FM
PTYA,medium_airport,Yap International Airport,9.49891,138.082993,91,FM
PWAK,medium_airport,Wake Island Airfield,19.282101,166.636002,14,UM
Q51,small_airport,Kili Airport,5.644515,169.119507,5,MH
RCBS,medium_airport,Kinmen Airport,24.4279,118.359001,93,TW
RCFG,medium_airport,Matsu Nangan Airport,26.1598,119.958,232,TW
RCFN,medium_airport,Taitung Airport,22.7549991607666,121.10199737548828,143,TW
RCKH,large_airport,Kaohsiung International Airport,22.577101,120.349998,31,TW
RCKU,medium_airport,Chiayi Airport,23.46179962158203,120.39299774169922,85,TW
RCKW,medium_airport,Hengchun Airport,22.041099548339844,120.7300033569336,46,TW
RCLY,medium_airport,Lanyu Airport,22.027000427246094,121.53500366210938,44,TW
RCMQ,medium_airport,Taichung International Airport / Ching Chuang Kang Air Base,24.2647,120.621002,663,TW
RCMT,medium_airport,Matsu Beigan Airport,26.224199,120.002998,41,TW
RCNN,medium_airport,Tainan International Airport / Tainan Air Base,22.950399,120.206001,63,TW
RCQC,medium_airport,Penghu Magong Airport,23.568701,119.627998,103,TW
RCSQ,medium_airport,Pingtung North Airport,22.700199127197266,120.48200225830078,97,TW
RCSS,medium_airport,Taipei Songshan Airport,25.06940078735352,121.552001953125,18,TW
RCTP,large_airport,Taiwan Taoyuan International Airport,25.0777,121.233002,106,TW
RCYU,medium_airport,Hualien Airport,24.023099899291992,121.61799621582033,52,TW
RHT,small_airport,Alxa Right Banner Badanjilin Airport,39.225,101.546,4659,CN
RJAA,large_airport,Narita International Airport,35.764702,140.386002,141,JP
RJAF,medium_airport,Shinshu-Matsumoto Airport,36.166801,137.923004,2182,JP
RJAH,medium_airport,Ibaraki Airport / JASDF Hyakuri Air Base,36.181099,140.414993,105,JP
RJAN,small_airport,Niijima Airport,34.3694000244,139.268997192,92,JP
RJBB,large_airport,Kansai International Airport,34.427299,135.244003,26,JP
RJBD,medium_airport,Nanki Shirahama Airport,33.6622009277,135.363998413,298,JP
RJBE,medium_airport,Kobe Airport,34.6328010559082,135.2239990234375,22,JP
RJCB,medium_airport,Tokachi-Obihiro Airport,42.7332992554,143.216995239,505,JP
RJCC,large_airport,New Chitose Airport,42.7752,141.692001,82,JP
RJCH,medium_airport,Hakodate Airport,41.7700004578,140.822006226,151,JP
RJCK,medium_airport,Kushiro Airport,43.0410003662,144.192993164,327,JP
RJCM,medium_airport,Memanbetsu Airport,43.8805999756,144.164001465,135,JP
RJCN,medium_airport,Nakashibetsu Airport,43.5774993896,144.960006714,234,JP
RJCO,medium_airport,Sapporo Okadama Airport,43.117447,141.38134,25,JP
RJCW,medium_airport,Wakkanai Airport,45.4042015076,141.800994873,30,JP
RJDA,small_airport,Amakusa Airport,32.482498,130.158997,340,JP
RJDB,medium_airport,Iki Airport,33.7490005493,129.785003662,41,JP
RJDC,medium_airport,Yamaguchi Ube Airport,33.930000305200004,131.279006958,23,JP
RJDT,medium_airport,Tsushima Airport,34.2849006653,129.330993652,213,JP
RJEB,medium_airport,Monbetsu Airport,44.3039016724,143.404006958,80,JP
RJEC,medium_airport,Asahikawa Airport,43.670799,142.447006,721,JP
RJEO,medium_airport,Okushiri Airport,42.0717010498,139.432998657,161,JP
RJER,medium_airport,Rishiri Airport,45.2420005798,141.186004639,112,JP
RJFE,medium_airport,Fukue Airport,32.66630172729492,128.83299255371094,273,JP
RJFF,large_airport,Fukuoka Airport,33.585899353027344,130.4510040283203,32,JP
RJFG,medium_airport,New Tanegashima Airport,30.6051006317,130.990997314,768,JP
RJFK,large_airport,Kagoshima Airport,31.80340003967285,130.718994140625,906,JP
RJFM,medium_airport,Miyazaki Airport,31.877199173,131.449005127,20,JP
RJFO,medium_airport,Oita Airport,33.479400634799994,131.736999512,19,JP
RJFR,medium_airport,Kitakyushu Airport,33.845901,131.035004,21,JP
RJFS,medium_airport,Saga Airport,33.149700164799995,130.302001953,6,JP
RJFT,medium_airport,Kumamoto Airport,32.83729934692383,130.85499572753906,642,JP
RJFU,medium_airport,Nagasaki Airport,32.916900634799994,129.914001465,15,JP
RJGG,large_airport,Chubu Centrair International Airport,34.8583984375,136.80499267578125,15,JP
RJKA,medium_airport,Amami Airport,28.430599212646484,129.71299743652344,27,JP
RJKB,medium_airport,Okinoerabu Airport,27.425501,128.701004,101,JP
RJKI,medium_airport,Kikai Airport,28.3213005066,129.927993774,21,JP
RJKN,medium_airport,Tokunoshima Airport,27.836399,128.880997,17,JP
RJNA,medium_airport,Nagoya Airport / JASDF Komaki Air Base,35.255759,136.924095,52,JP
RJNK,medium_airport,Komatsu Airport / JASDF Komatsu Air Base,36.3946,136.406998,36,JP
RJNO,medium_airport,Oki Global Geopark Airport,36.178388,133.323566,311,JP
rjns,medium_airport,Mount Fuji Shizuoka Airport,34.796043,138.187752,433,JP
RJNT,medium_airport,Toyama Airport,36.64830017089844,137.18800354003906,95,JP
RJNW,medium_airport,Noto Satoyama Airport,37.293098,136.962006,718,JP
RJOA,medium_airport,Hiroshima Airport,34.4361,132.919006,1088,JP
RJOB,medium_airport,Okayama Momotaro Airport,34.756901,133.854996,806,JP
RJOC,medium_airport,Izumo Enmusubi Airport,35.413601,132.889999,15,JP
RJOH,medium_airport,Yonago Kitaro Airport / JASDF Miho Air Base,35.492199,133.235992,20,JP
RJOI,medium_airport,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,34.146333,132.247238,7,JP
RJOK,medium_airport,Kochi Ryoma Airport,33.546101,133.669006,42,JP
RJOM,medium_airport,Matsuyama Airport,33.82720184326172,132.6999969482422,25,JP
RJOO,large_airport,Osaka International Airport,34.785499572753906,135.43800354003906,50,JP
RJOR,medium_airport,Tottori Sand Dunes Conan Airport,35.530102,134.167007,65,JP
RJOS,medium_airport,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,34.132801,134.606995,26,JP
RJOT,medium_airport,Takamatsu Airport,34.2141990662,134.01600647,607,JP
RJOW,medium_airport,Iwami Airport,34.676399231,131.789993286,184,JP
RJSA,medium_airport,Aomori Airport,40.73469924926758,140.6909942626953,664,JP
RJSC,medium_airport,Yamagata Airport,38.4119,140.371002,353,JP
RJSD,medium_airport,Sado Airport,38.0601997375,138.414001465,88,JP
RJSF,medium_airport,Fukushima Airport,37.22740173339844,140.43099975585938,1221,JP
RJSI,medium_airport,Morioka Hanamaki Airport,39.4286,141.134995,297,JP
RJSK,medium_airport,Akita Airport,39.6156005859375,140.218994140625,313,JP
RJSM,medium_airport,Misawa Air Base / Misawa Airport,40.703201,141.367996,119,JP
RJSN,medium_airport,Niigata Airport,37.9558982849,139.121002197,29,JP
RJSR,medium_airport,Odate Noshiro Airport,40.191898,140.371002,292,JP
RJSS,large_airport,Sendai Airport,38.139702,140.917007,15,JP
RJSY,medium_airport,Shonai Airport,38.812199,139.787003,86,JP
RJTF,medium_airport,Chofu Airport,35.6717,139.528,141,JP
RJTH,medium_airport,Hachijojima Airport,33.1150016785,139.785995483,303,JP
RJTO,medium_airport,Oshima Airport,34.7820014954,139.36000061,130,JP
RJTQ,medium_airport,Miyakejima Airport,34.073600769,139.559997559,67,JP
RJTT,large_airport,Tokyo Haneda International Airport,35.552299,139.779999,35,JP
RKDD,heliport,N 105 Helipad,37.239445,131.868781,270,KR
RKJB,large_airport,Muan International Airport,34.991406,126.382814,35,KR
RKJJ,medium_airport,Gwangju Airport,35.123173,126.805444,39,KR
RKJK,medium_airport,Kunsan Air Base,35.903801,126.615997,29,KR
RKJY,medium_airport,Yeosu Airport,34.84230041503906,127.61699676513672,53,KR
RKNW,medium_airport,Wonju Airport / Hoengseong Air Base (K-38/K-46),37.437113,127.960051,329,KR
RKNY,medium_airport,Yangyang International Airport,38.061298,128.669006,241,KR
RKPC,large_airport,Jeju International Airport,33.51129913330078,126.49299621582033,118,KR
RKPK,large_airport,Gimhae International Airport,35.1795005798,128.93800354,6,KR
RKPS,medium_airport,Sacheon Air Base/Airport,35.088591,128.071747,25,KR
RKPU,medium_airport,Ulsan Airport,35.59349823,129.352005005,45,KR
RKSI,large_airport,Incheon International Airport,37.46910095214844,126.45099639892578,23,KR
RKSS,large_airport,Gimpo International Airport,37.5583,126.791,59,KR
RKTH,medium_airport,Pohang Airport (G-815/K-3),35.987955,129.420383,70,KR
RKTN,medium_airport,Daegu Airport,35.896872,128.65531,116,KR
RKTU,medium_airport,Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.717008,127.498741,191,KR
RMP,small_airport,Rampart Airport,65.507896,-150.141007,302,US
RMU,medium_airport,Región de Murcia International Airport,37.803,-1.125,644,ES
